春日未来200位	1827687 pt
所恵美260位	1213132 pt
所恵美270位	766635 pt
所恵美280位	543307 pt
所恵美290位	455090 pt
所恵美300位	373676 pt
徳川まつり200位	1703853 pt
徳川まつり210位	1647151 pt
徳川まつり220位	1521940 pt
徳川まつり230位	1381295 pt
徳川まつり240位	1107250 pt
徳川まつり250位	784705 pt
徳川まつり260位	531572 pt
徳川まつり270位	423079 pt
徳川まつり280位	368139 pt
徳川まつり290位	299577 pt
徳川まつり300位	239484 pt
箱崎星梨花200位	1824381 pt
箱崎星梨花210位	1759594 pt
箱崎星梨花220位	1701285 pt
箱崎星梨花230位	1568138 pt
箱崎星梨花240位	1168727 pt
箱崎星梨花250位	939843 pt
箱崎星梨花260位	607615 pt
箱崎星梨花270位	420448 pt
箱崎星梨花280位	305248 pt
箱崎星梨花290位	268080 pt
箱崎星梨花300位	218274 pt
野々原茜200位	1154970 pt
野々原茜210位	1117598 pt
野々原茜220位	1029004 pt
野々原茜230位	914789 pt
野々原茜240位	703870 pt
野々原茜250位	542281 pt
野々原茜260位	392757 pt
野々原茜270位	310168 pt
野々原茜280位	274415 pt
野々原茜290位	229913 pt
野々原茜300位	180223 pt
望月杏奈200位	2173404 pt
望月杏奈210位	2058250 pt
望月杏奈220位	1905164 pt
望月杏奈230位	1490753 pt
望月杏奈240位	1204486 pt
望月杏奈250位	990448 pt
望月杏奈260位	754517 pt
望月杏奈270位	457818 pt
望月杏奈280位	361323 pt
望月杏奈290位	281248 pt
望月杏奈300位	245290 pt
ロコ200位	1585650 pt
ロコ210位	1534496 pt
ロコ220位	1455906 pt
ロコ230位	1159027 pt
ロコ240位	981701 pt
ロコ250位	700047 pt
ロコ260位	495263 pt
ロコ270位	388087 pt
ロコ280位	297046 pt
ロコ290位	239214 pt
ロコ300位	191477 pt
七尾百合子200位	2469184 pt
七尾百合子210位	2394716 pt
七尾百合子220位	2206556 pt
七尾百合子230位	1845678 pt
七尾百合子240位	1544580 pt
七尾百合子250位	1183922 pt
七尾百合子260位	752126 pt
七尾百合子270位	462299 pt
七尾百合子280位	347890 pt
七尾百合子290位	268175 pt
七尾百合子300位	226926 pt
高山紗代子200位	1911091 pt
高山紗代子210位	1840155 pt
高山紗代子220位	1743521 pt
高山紗代子230位	1511041 pt
高山紗代子240位	1339787 pt
高山紗代子250位	1109686 pt
高山紗代子260位	855809 pt
高山紗代子270位	641459 pt
高山紗代子280位	432533 pt
高山紗代子290位	393122 pt
高山紗代子300位	281515 pt
松田亜利沙200位	1405941 pt
松田亜利沙210位	1363379 pt
松田亜利沙220位	1331707 pt
松田亜利沙230位	1201043 pt
松田亜利沙240位	1029594 pt
松田亜利沙250位	775112 pt
松田亜利沙260位	582158 pt
松田亜利沙270位	401372 pt
松田亜利沙280位	313871 pt
松田亜利沙290位	253585 pt
松田亜利沙300位	197403 pt
高坂海美200位	1836021 pt
高坂海美210位	1773291 pt
高坂海美220位	1734912 pt
高坂海美230位	1600376 pt
高坂海美240位	1503151 pt
高坂海美250位	1265130 pt
高坂海美260位	1008234 pt
高坂海美270位	874978 pt
高坂海美280位	548815 pt
高坂海美290位	361174 pt
高坂海美300位	307468 pt
中谷育200位	1120064 pt
中谷育210位	1094753 pt
中谷育220位	1031908 pt
中谷育230位	1000000 pt
中谷育240位	890886 pt
中谷育250位	702625 pt
中谷育260位	521139 pt
中谷育270位	411837 pt
中谷育280位	343350 pt
中谷育290位	283692 pt
中谷育300位	232651 pt
天空橋朋花200位	1795639 pt
天空橋朋花210位	1741053 pt
天空橋朋花220位	1695215 pt
天空橋朋花230位	1513873 pt
天空橋朋花240位	1380680 pt
天空橋朋花250位	1118115 pt
天空橋朋花260位	758344 pt
天空橋朋花270位	458732 pt
天空橋朋花280位	337961 pt
天空橋朋花290位	267364 pt
天空橋朋花300位	201488 pt
エミリー200位	1326095 pt
エミリー210位	1266852 pt
エミリー220位	1154724 pt
エミリー230位	1004923 pt
エミリー240位	756514 pt
エミリー250位	504744 pt
エミリー260位	371133 pt
エミリー270位	308390 pt
エミリー280位	229635 pt
エミリー290位	188377 pt
エミリー300位	150906 pt
北沢志保200位	2007447 pt
北沢志保210位	1926322 pt
北沢志保220位	1662265 pt
北沢志保230位	1405806 pt
北沢志保240位	1040355 pt
北沢志保250位	829345 pt
北沢志保260位	583138 pt
北沢志保270位	452644 pt
北沢志保280位	310842 pt
北沢志保290位	258110 pt
北沢志保300位	204356 pt
舞浜歩200位	1014544 pt
舞浜歩210位	984216 pt
舞浜歩220位	907194 pt
舞浜歩230位	801556 pt
舞浜歩240位	628158 pt
舞浜歩250位	462062 pt
舞浜歩260位	309516 pt
舞浜歩270位	253844 pt
舞浜歩280位	210381 pt
舞浜歩290位	186987 pt
舞浜歩300位	158269 pt
木下ひなた200位	1000272 pt
木下ひなた210位	945033 pt
木下ひなた220位	814002 pt
木下ひなた230位	704774 pt
木下ひなた240位	569688 pt
木下ひなた250位	487109 pt
木下ひなた260位	415308 pt
木下ひなた270位	369443 pt
木下ひなた280位	295363 pt
木下ひなた290位	236509 pt
木下ひなた300位	209859 pt
矢吹可奈200位	1505206 pt
矢吹可奈210位	1475073 pt
矢吹可奈220位	1426207 pt
矢吹可奈230位	1305631 pt
矢吹可奈240位	1167610 pt
矢吹可奈250位	921279 pt
矢吹可奈260位	721396 pt
矢吹可奈270位	460547 pt
矢吹可奈280位	365650 pt
矢吹可奈290位	272318 pt
矢吹可奈300位	230668 pt
横山奈緒200位	1321167 pt
横山奈緒210位	1215835 pt
横山奈緒220位	1142875 pt
横山奈緒230位	1038548 pt
横山奈緒240位	905539 pt
横山奈緒250位	677547 pt
横山奈緒260位	483211 pt
横山奈緒270位	416776 pt
横山奈緒280位	311475 pt
横山奈緒290位	240295 pt
横山奈緒300位	194170 pt
二階堂千鶴200位	1452088 pt
二階堂千鶴210位	1408011 pt
二階堂千鶴220位	1323272 pt
二階堂千鶴230位	1176282 pt
二階堂千鶴240位	1018846 pt
二階堂千鶴250位	905761 pt
二階堂千鶴260位	693751 pt
二階堂千鶴270位	446058 pt
二階堂千鶴280位	345047 pt
二階堂千鶴290位	244111 pt
二階堂千鶴300位	199343 pt
馬場このみ200位	1688477 pt
馬場このみ210位	1539845 pt
馬場このみ220位	1333615 pt
馬場このみ230位	1007682 pt
馬場このみ240位	772206 pt
馬場このみ250位	597765 pt
馬場このみ260位	396235 pt
馬場このみ270位	299186 pt
馬場このみ280位	250740 pt
馬場このみ290位	214913 pt
馬場このみ300位	195915 pt
大神環200位	1120260 pt
大神環210位	1094270 pt
大神環220位	1062017 pt
大神環230位	936529 pt
大神環240位	829636 pt
大神環250位	604792 pt
大神環260位	437827 pt
大神環270位	363796 pt
大神環280位	296613 pt
大神環290位	222627 pt
大神環300位	181398 pt
豊川風花200位	1137656 pt
豊川風花210位	1122078 pt
豊川風花220位	1086771 pt
豊川風花230位	1003309 pt
豊川風花240位	849863 pt
豊川風花250位	593958 pt
豊川風花260位	462042 pt
豊川風花270位	375840 pt
豊川風花280位	311804 pt
豊川風花290位	251080 pt
豊川風花300位	234091 pt
宮尾美也200位	1475560 pt
宮尾美也210位	1396820 pt
宮尾美也220位	1288415 pt
宮尾美也230位	1148221 pt
宮尾美也240位	931781 pt
宮尾美也250位	778283 pt
宮尾美也260位	586741 pt
宮尾美也270位	468748 pt
宮尾美也280位	343779 pt
宮尾美也290位	283491 pt
宮尾美也300位	180002 pt
福田のり子200位	943674 pt
福田のり子210位	920564 pt
福田のり子220位	874735 pt
福田のり子230位	824004 pt
福田のり子240位	795846 pt
福田のり子250位	656861 pt
福田のり子260位	520869 pt
福田のり子270位	445375 pt
福田のり子280位	377915 pt
福田のり子290位	310947 pt
福田のり子300位	253515 pt
真壁瑞希200位	1526163 pt
真壁瑞希210位	1482230 pt
真壁瑞希220位	1395327 pt
真壁瑞希230位	1288026 pt
真壁瑞希240位	1075304 pt
真壁瑞希250位	830620 pt
真壁瑞希260位	639422 pt
真壁瑞希270位	490564 pt
真壁瑞希280位	398538 pt
真壁瑞希290位	343499 pt
真壁瑞希300位	281073 pt
篠宮可憐200位	1455038 pt
篠宮可憐210位	1405916 pt
篠宮可憐220位	1329469 pt
篠宮可憐230位	1238674 pt
篠宮可憐240位	1034124 pt
篠宮可憐250位	939690 pt
篠宮可憐260位	659723 pt
篠宮可憐270位	517831 pt
篠宮可憐280位	349022 pt
篠宮可憐290位	275160 pt
篠宮可憐300位	237918 pt
百瀬莉緒200位	1421137 pt
百瀬莉緒210位	1389348 pt
百瀬莉緒220位	1306962 pt
百瀬莉緒230位	1100156 pt
百瀬莉緒240位	830391 pt
百瀬莉緒250位	665702 pt
百瀬莉緒260位	520237 pt
百瀬莉緒270位	392001 pt
百瀬莉緒280位	316460 pt
百瀬莉緒290位	232164 pt
百瀬莉緒300位	178286 pt
永吉昴200位	1267310 pt
永吉昴210位	1233007 pt
永吉昴220位	1137748 pt
永吉昴230位	976143 pt
永吉昴240位	759866 pt
永吉昴250位	511322 pt
永吉昴260位	379199 pt
永吉昴270位	290874 pt
永吉昴280位	202492 pt
永吉昴290位	173111 pt
永吉昴300位	135269 pt
北上麗花200位	1497352 pt
北上麗花210位	1450561 pt
北上麗花220位	1376159 pt
北上麗花230位	1302878 pt
北上麗花240位	942648 pt
北上麗花250位	685124 pt
北上麗花260位	486638 pt
北上麗花270位	369356 pt
北上麗花280位	283516 pt
北上麗花290位	264186 pt
北上麗花300位	231592 pt
周防桃子200位	2122449 pt
周防桃子210位	2055853 pt
周防桃子220位	1855157 pt
周防桃子230位	1340663 pt
周防桃子240位	977656 pt
周防桃子250位	746396 pt
周防桃子260位	523097 pt
周防桃子270位	367505 pt
周防桃子280位	284149 pt
周防桃子290位	220593 pt
周防桃子300位	192613 pt
ジュリア200位	1721304 pt
ジュリア210位	1653692 pt
ジュリア220位	1470722 pt
ジュリア230位	1221424 pt
ジュリア240位	976041 pt
ジュリア250位	771344 pt
ジュリア260位	565901 pt
ジュリア270位	487960 pt
ジュリア280位	353414 pt
ジュリア290位	303409 pt
ジュリア300位	257459 pt
※03/26 01:00 集計時点のポイントですBY SKDN
