春日未来60位	2356474 pt
横山奈緒140位	1534480 pt
横山奈緒160位	1461802 pt
横山奈緒180位	1390792 pt
横山奈緒200位	1299787 pt
横山奈緒220位	1098736 pt
横山奈緒240位	813994 pt
横山奈緒260位	454104 pt
横山奈緒280位	291194 pt
横山奈緒300位	184845 pt
二階堂千鶴60位	2012406 pt
二階堂千鶴80位	1964704 pt
二階堂千鶴100位	1804972 pt
二階堂千鶴120位	1732805 pt
二階堂千鶴140位	1641527 pt
二階堂千鶴160位	1576778 pt
二階堂千鶴180位	1503919 pt
二階堂千鶴200位	1428190 pt
二階堂千鶴220位	1234597 pt
二階堂千鶴240位	977427 pt
二階堂千鶴260位	632797 pt
二階堂千鶴280位	313151 pt
二階堂千鶴300位	198452 pt
馬場このみ60位	2414890 pt
馬場このみ80位	2182832 pt
馬場このみ100位	2092817 pt
馬場このみ120位	2024079 pt
馬場このみ140位	2000445 pt
馬場このみ160位	1897760 pt
馬場このみ180位	1780658 pt
馬場このみ200位	1670647 pt
馬場このみ220位	1320334 pt
馬場このみ240位	771112 pt
馬場このみ260位	380974 pt
馬場このみ280位	246235 pt
馬場このみ300位	191466 pt
大神環60位	1826000 pt
大神環80位	1603739 pt
大神環100位	1507203 pt
大神環120位	1431102 pt
大神環140位	1300939 pt
大神環160位	1216784 pt
大神環180位	1158995 pt
大神環200位	1108841 pt
大神環220位	1025245 pt
大神環240位	805464 pt
大神環260位	376168 pt
大神環280位	252624 pt
大神環300位	171827 pt
豊川風花60位	1704524 pt
豊川風花80位	1587055 pt
豊川風花100位	1503150 pt
豊川風花120位	1416020 pt
豊川風花140位	1336390 pt
豊川風花160位	1252797 pt
豊川風花180位	1172636 pt
豊川風花200位	1128772 pt
豊川風花220位	1030599 pt
豊川風花240位	818794 pt
豊川風花260位	449652 pt
豊川風花280位	294763 pt
豊川風花300位	228283 pt
宮尾美也60位	2232921 pt
宮尾美也80位	2069972 pt
宮尾美也100位	2004573 pt
宮尾美也120位	1946831 pt
宮尾美也140位	1806297 pt
宮尾美也160位	1702776 pt
宮尾美也180位	1532182 pt
宮尾美也200位	1435810 pt
宮尾美也220位	1234236 pt
宮尾美也240位	865609 pt
宮尾美也260位	520715 pt
宮尾美也280位	297134 pt
宮尾美也300位	178933 pt
福田のり子60位	1507085 pt
福田のり子80位	1405006 pt
福田のり子100位	1302924 pt
福田のり子120位	1167788 pt
福田のり子140位	1083488 pt
福田のり子160位	1029419 pt
福田のり子180位	965786 pt
福田のり子200位	919978 pt
福田のり子220位	839026 pt
福田のり子240位	700903 pt
福田のり子260位	506672 pt
福田のり子280位	366809 pt
福田のり子300位	243131 pt
真壁瑞希60位	2209433 pt
真壁瑞希80位	2108500 pt
真壁瑞希100位	2026421 pt
真壁瑞希120位	2000864 pt
真壁瑞希140位	1842666 pt
真壁瑞希160位	1730000 pt
真壁瑞希180位	1631331 pt
真壁瑞希200位	1521802 pt
真壁瑞希220位	1291781 pt
真壁瑞希240位	981342 pt
真壁瑞希260位	604671 pt
真壁瑞希280位	393670 pt
真壁瑞希300位	272528 pt
篠宮可憐60位	2001707 pt
篠宮可憐80位	1908803 pt
篠宮可憐100位	1823205 pt
篠宮可憐120位	1720028 pt
篠宮可憐140位	1634429 pt
篠宮可憐160位	1532345 pt
篠宮可憐180位	1483965 pt
篠宮可憐200位	1416368 pt
篠宮可憐220位	1315557 pt
篠宮可憐240位	1019975 pt
篠宮可憐260位	653406 pt
篠宮可憐280位	343435 pt
篠宮可憐300位	237075 pt
百瀬莉緒60位	2008703 pt
百瀬莉緒80位	1943246 pt
百瀬莉緒100位	1825154 pt
百瀬莉緒120位	1715342 pt
百瀬莉緒140位	1633232 pt
百瀬莉緒160位	1573199 pt
百瀬莉緒180位	1502952 pt
百瀬莉緒200位	1407190 pt
百瀬莉緒220位	1262369 pt
百瀬莉緒240位	733121 pt
百瀬莉緒260位	449367 pt
百瀬莉緒280位	269139 pt
百瀬莉緒300位	178286 pt
永吉昴60位	2003653 pt
永吉昴80位	1911966 pt
永吉昴100位	1752217 pt
永吉昴120位	1620010 pt
永吉昴140位	1517595 pt
永吉昴160位	1440907 pt
永吉昴180位	1366806 pt
永吉昴200位	1259183 pt
永吉昴220位	1086700 pt
永吉昴240位	694256 pt
永吉昴260位	374487 pt
永吉昴280位	194905 pt
永吉昴300位	131247 pt
北上麗花60位	2053974 pt
北上麗花80位	2001533 pt
北上麗花100位	1909110 pt
北上麗花120位	1809832 pt
北上麗花140位	1707797 pt
北上麗花160位	1606919 pt
北上麗花180位	1519732 pt
北上麗花200位	1462492 pt
北上麗花220位	1349232 pt
北上麗花240位	854271 pt
北上麗花260位	466931 pt
北上麗花280位	278278 pt
北上麗花300位	203883 pt
周防桃子60位	3126517 pt
周防桃子80位	3007072 pt
周防桃子100位	2819427 pt
周防桃子120位	2650587 pt
周防桃子140位	2520986 pt
周防桃子160位	2376346 pt
周防桃子180位	2238001 pt
周防桃子200位	2097851 pt
周防桃子220位	1792556 pt
周防桃子240位	935990 pt
周防桃子260位	494057 pt
周防桃子280位	258491 pt
周防桃子300位	168625 pt
ジュリア60位	2157661 pt
ジュリア80位	2063481 pt
ジュリア100位	2011019 pt
ジュリア120位	2000000 pt
ジュリア140位	1885185 pt
ジュリア160位	1793926 pt
ジュリア180位	1764572 pt
ジュリア200位	1719750 pt
ジュリア220位	1445024 pt
ジュリア240位	976041 pt
ジュリア260位	563146 pt
ジュリア280位	353414 pt
ジュリア300位	251579 pt
※03/26 00:00 集計時点のポイントですBY SKDN
